model_id,task_type,domain,risk_level,evaluation_slice,quality_score,safety_score,average_latency_ms,average_cost_usd,reliability_score,task_count
accurate_large_model,batch_low_risk_summary,retail,medium,retail_batch_low_risk_summary_medium,0.9066666666666667,0.87,1417.3333333333333,0.006000000000000001,0.9499999999999998,3
accurate_large_model,batch_low_risk_summary,software_engineering,low,software_engineering_batch_low_risk_summary_low,0.9014285714285715,0.87,1349.7142857142858,0.009,0.95,14
accurate_large_model,batch_low_risk_summary,software_engineering,medium,software_engineering_batch_low_risk_summary_medium,0.894,0.87,1349.75,0.006,0.95,4
accurate_large_model,classification,customer_support,low,customer_support_classification_low,0.8984000000000001,0.87,1367.7333333333333,0.00896,0.95,15
accurate_large_model,classification,customer_support,medium,customer_support_classification_medium,0.9026666666666667,0.87,1214.6666666666667,0.006000000000000001,0.9499999999999998,3
accurate_large_model,classification,cybersecurity,high,cybersecurity_classification_high,0.8985263157894736,0.8700000000000001,1566.157894736842,0.011671578947368422,0.9500000000000001,19
accurate_large_model,classification,finance,high,finance_classification_high,0.899578947368421,0.8700000000000001,1573.2631578947369,0.01176,0.9500000000000001,19
accurate_large_model,classification,general_business,low,general_business_classification_low,0.9024,0.87,1349.7333333333333,0.00912,0.95,15
accurate_large_model,classification,general_business,medium,general_business_classification_medium,0.89,0.87,1383.5,0.006,0.95,4
accurate_large_model,classification,healthcare,high,healthcare_classification_high,0.9002222222222223,0.87,1565.9444444444443,0.01176,0.9499999999999998,18
accurate_large_model,classification,insurance,high,insurance_classification_high,0.9024444444444444,0.87,1573.4444444444443,0.011573333333333333,0.9499999999999998,18
accurate_large_model,classification,legal,high,legal_classification_high,0.9013333333333333,0.87,1569.7222222222222,0.011666666666666665,0.9499999999999998,18
accurate_large_model,classification,retail,low,retail_classification_low,0.9002666666666667,0.87,1349.7333333333333,0.008879999999999999,0.95,15
accurate_large_model,classification,retail,medium,retail_classification_medium,0.904,0.87,1316.0,0.006,0.95,4
accurate_large_model,classification,software_engineering,low,software_engineering_classification_low,0.9,0.87,1337.0625,0.009,0.95,16
accurate_large_model,classification,software_engineering,medium,software_engineering_classification_medium,0.9,0.87,1484.6666666666667,0.006000000000000001,0.9499999999999998,3
accurate_large_model,code_assistance,software_engineering,low,software_engineering_code_assistance_low,0.8995789473684211,0.87,1348.6992481203008,0.009013533834586465,0.95,133
accurate_large_model,code_assistance,software_engineering,medium,software_engineering_code_assistance_medium,0.899878787878788,0.87,1345.6363636363637,0.006,0.95,33
accurate_large_model,customer_support_response,customer_support,low,customer_support_customer_support_response_low,0.8982857142857144,0.87,1340.0714285714287,0.008914285714285713,0.95,14
accurate_large_model,customer_support_response,customer_support,medium,customer_support_customer_support_response_medium,0.9,0.87,1451.0,0.006,0.95,4
accurate_large_model,customer_support_response,cybersecurity,low,cybersecurity_customer_support_response_low,0.9018666666666667,0.87,1376.7333333333333,0.00904,0.95,15
accurate_large_model,customer_support_response,cybersecurity,medium,cybersecurity_customer_support_response_medium,0.894,0.87,1299.0,0.006,0.95,4
accurate_large_model,customer_support_response,finance,low,finance_customer_support_response_low,0.8971428571428571,0.87,1316.0,0.009,0.95,14
accurate_large_model,customer_support_response,finance,medium,finance_customer_support_response_medium,0.899,0.87,1400.25,0.006,0.95,4
accurate_large_model,customer_support_response,general_business,low,general_business_customer_support_response_low,0.89925,0.87,1353.9375,0.009,0.95,16
accurate_large_model,customer_support_response,general_business,medium,general_business_customer_support_response_medium,0.9133333333333334,0.87,1304.6666666666667,0.006000000000000001,0.9499999999999998,3
accurate_large_model,customer_support_response,healthcare,low,healthcare_customer_support_response_low,0.9010666666666667,0.87,1327.2,0.00904,0.95,15
accurate_large_model,customer_support_response,healthcare,medium,healthcare_customer_support_response_medium,0.8933333333333334,0.87,1417.3333333333333,0.006000000000000001,0.9499999999999998,3
accurate_large_model,customer_support_response,insurance,low,insurance_customer_support_response_low,0.9026666666666667,0.87,1345.2,0.00912,0.95,15
accurate_large_model,customer_support_response,insurance,medium,insurance_customer_support_response_medium,0.892,0.87,1316.0,0.006,0.95,4
accurate_large_model,customer_support_response,legal,low,legal_customer_support_response_low,0.9013333333333333,0.87,1345.2,0.00896,0.95,15
accurate_large_model,customer_support_response,legal,medium,legal_customer_support_response_medium,0.8986666666666667,0.87,1349.6666666666667,0.006000000000000001,0.9499999999999998,3
accurate_large_model,customer_support_response,retail,low,retail_customer_support_response_low,0.8997142857142857,0.87,1359.357142857143,0.009085714285714286,0.95,14
accurate_large_model,customer_support_response,retail,medium,retail_customer_support_response_medium,0.898,0.87,1349.75,0.006,0.95,4
accurate_large_model,customer_support_response,software_engineering,low,software_engineering_customer_support_response_low,0.8970666666666667,0.87,1376.6666666666667,0.008879999999999999,0.95,15
accurate_large_model,customer_support_response,software_engineering,medium,software_engineering_customer_support_response_medium,0.906,0.87,1248.5,0.006,0.95,4
accurate_large_model,extraction,customer_support,low,customer_support_extraction_low,0.89975,0.87,1337.0625,0.009,0.95,16
accurate_large_model,extraction,customer_support,medium,customer_support_extraction_medium,0.8986666666666667,0.87,1484.6666666666667,0.006000000000000001,0.9499999999999998,3
accurate_large_model,extraction,cybersecurity,low,cybersecurity_extraction_low,0.9005333333333334,0.87,1367.7333333333333,0.00896,0.95,15
accurate_large_model,extraction,cybersecurity,medium,cybersecurity_extraction_medium,0.9013333333333334,0.87,1214.6666666666667,0.006000000000000001,0.9499999999999998,3
accurate_large_model,extraction,finance,low,finance_extraction_low,0.9010666666666667,0.87,1336.2,0.00904,0.95,15
accurate_large_model,extraction,finance,medium,finance_extraction_medium,0.901,0.87,1400.25,0.006,0.95,4
accurate_large_model,extraction,general_business,low,general_business_extraction_low,0.8984000000000001,0.87,1367.7333333333333,0.00912,0.95,15
accurate_large_model,extraction,general_business,medium,general_business_extraction_medium,0.899,0.87,1299.0,0.006,0.95,4
accurate_large_model,extraction,healthcare,low,healthcare_extraction_low,0.8997333333333334,0.87,1318.2,0.00896,0.95,15
accurate_large_model,extraction,healthcare,medium,healthcare_extraction_medium,0.892,0.87,1451.0,0.006,0.95,4
accurate_large_model,extraction,insurance,low,insurance_extraction_low,0.9034285714285714,0.87,1340.0714285714287,0.008914285714285713,0.95,14
accurate_large_model,extraction,insurance,medium,insurance_extraction_medium,0.894,0.87,1316.0,0.006,0.95,4
accurate_large_model,extraction,legal,low,legal_extraction_low,0.8985714285714286,0.87,1349.7142857142858,0.009,0.95,14
accurate_large_model,extraction,legal,medium,legal_extraction_medium,0.906,0.87,1383.5,0.006,0.95,4
accurate_large_model,extraction,retail,low,retail_extraction_low,0.8997333333333334,0.87,1336.2,0.008879999999999999,0.95,15
accurate_large_model,extraction,retail,medium,retail_extraction_medium,0.9,0.87,1349.75,0.006,0.95,4
accurate_large_model,extraction,software_engineering,low,software_engineering_extraction_low,0.9002666666666667,0.87,1381.2,0.00904,0.95,15
accurate_large_model,extraction,software_engineering,medium,software_engineering_extraction_medium,0.9133333333333334,0.87,1282.3333333333333,0.006000000000000001,0.9499999999999998,3
accurate_large_model,finance_explanation,finance,low,finance_finance_explanation_low,0.8997313432835822,0.87,1350.7238805970148,0.009008955223880597,0.95,134
accurate_large_model,finance_explanation,finance,medium,finance_finance_explanation_medium,0.9004848484848486,0.87,1347.6666666666667,0.006,0.95,33
accurate_large_model,fraud_triage,finance,high,finance_fraud_triage_high,0.8999760479041916,0.87,1570.9281437125749,0.011739880239520958,0.9500000000000001,167
accurate_large_model,healthcare_claim_review,healthcare,high,healthcare_healthcare_claim_review_high,0.8999281437125749,0.87,1570.5209580838323,0.01176,0.9500000000000001,167
accurate_large_model,policy_answering,customer_support,high,customer_support_policy_answering_high,0.8988888888888888,0.87,1573.4444444444443,0.011946666666666668,0.9499999999999998,18
accurate_large_model,policy_answering,cybersecurity,high,cybersecurity_policy_answering_high,0.8993684210526316,0.8700000000000001,1573.2631578947369,0.011936842105263157,0.9500000000000001,19
accurate_large_model,policy_answering,finance,high,finance_policy_answering_high,0.9006666666666666,0.87,1569.7222222222222,0.011573333333333333,0.9499999999999998,18
accurate_large_model,policy_answering,general_business,high,general_business_policy_answering_high,0.9006315789473686,0.8700000000000001,1559.0526315789473,0.011671578947368422,0.9500000000000001,19
accurate_large_model,policy_answering,healthcare,high,healthcare_policy_answering_high,0.8999999999999999,0.87,1577.2222222222222,0.011853333333333334,0.9499999999999998,18
accurate_large_model,policy_answering,insurance,high,insurance_policy_answering_high,0.899578947368421,0.8700000000000001,1576.842105263158,0.011583157894736842,0.9500000000000001,19
accurate_large_model,policy_answering,legal,high,legal_policy_answering_high,0.9011111111111111,0.87,1554.7222222222222,0.01176,0.9499999999999998,18
accurate_large_model,policy_answering,retail,high,retail_policy_answering_high,0.9018947368421052,0.8700000000000001,1569.6842105263158,0.011848421052631578,0.9500000000000001,19
accurate_large_model,policy_answering,software_engineering,high,software_engineering_policy_answering_high,0.8981052631578947,0.8700000000000001,1562.6315789473683,0.01176,0.9500000000000001,19
accurate_large_model,retrieval_qa,customer_support,low,customer_support_retrieval_qa_low,0.9018666666666667,0.87,1336.2,0.00904,0.95,15
accurate_large_model,retrieval_qa,customer_support,medium,customer_support_retrieval_qa_medium,0.8906666666666667,0.87,1394.6666666666667,0.006000000000000001,0.9499999999999998,3
accurate_large_model,retrieval_qa,cybersecurity,high,cybersecurity_retrieval_qa_high,0.9006315789473686,0.8700000000000001,1576.842105263158,0.011936842105263157,0.9500000000000001,19
accurate_large_model,retrieval_qa,finance,high,finance_retrieval_qa_high,0.8988888888888888,0.87,1562.2222222222222,0.011573333333333333,0.9499999999999998,18
accurate_large_model,retrieval_qa,general_business,low,general_business_retrieval_qa_low,0.902,0.87,1359.357142857143,0.009085714285714286,0.95,14
accurate_large_model,retrieval_qa,general_business,medium,general_business_retrieval_qa_medium,0.904,0.87,1248.5,0.006,0.95,4
accurate_large_model,retrieval_qa,healthcare,high,healthcare_retrieval_qa_high,0.9010526315789474,0.8700000000000001,1559.0526315789473,0.011671578947368422,0.9500000000000001,19
accurate_large_model,retrieval_qa,insurance,high,insurance_retrieval_qa_high,0.8981052631578947,0.8700000000000001,1580.3684210526317,0.011583157894736842,0.9500000000000001,19
accurate_large_model,retrieval_qa,legal,high,legal_retrieval_qa_high,0.899578947368421,0.8700000000000001,1569.6842105263158,0.011848421052631578,0.9500000000000001,19
accurate_large_model,retrieval_qa,retail,low,retail_retrieval_qa_low,0.9031428571428571,0.87,1383.5,0.009,0.95,14
accurate_large_model,retrieval_qa,retail,medium,retail_retrieval_qa_medium,0.892,0.87,1299.0,0.006,0.95,4
accurate_large_model,retrieval_qa,software_engineering,low,software_engineering_retrieval_qa_low,0.8992,0.87,1354.2,0.00904,0.95,15
accurate_large_model,retrieval_qa,software_engineering,medium,software_engineering_retrieval_qa_medium,0.9,0.87,1316.0,0.006,0.95,4
accurate_large_model,safety_sensitive_answer,healthcare,high,healthcare_safety_sensitive_answer_high,0.8998795180722892,0.8699999999999999,1570.120481927711,0.01173975903614458,0.95,166
accurate_large_model,summarization,customer_support,low,customer_support_summarization_low,0.90225,0.87,1370.8125,0.009,0.95,16
accurate_large_model,summarization,customer_support,medium,customer_support_summarization_medium,0.8946666666666667,0.87,1282.3333333333333,0.006000000000000001,0.9499999999999998,3
accurate_large_model,summarization,cybersecurity,low,cybersecurity_summarization_low,0.9034666666666666,0.87,1322.7333333333333,0.00896,0.95,15
accurate_large_model,summarization,cybersecurity,medium,cybersecurity_summarization_medium,0.8973333333333334,0.87,1484.6666666666667,0.006000000000000001,0.9499999999999998,3
accurate_large_model,summarization,finance,low,finance_summarization_low,0.8970666666666667,0.87,1354.2,0.00904,0.95,15
accurate_large_model,summarization,finance,medium,finance_summarization_medium,0.91,0.87,1316.0,0.006,0.95,4
accurate_large_model,summarization,general_business,low,general_business_summarization_low,0.8985714285714286,0.87,1325.5714285714287,0.009085714285714286,0.95,14
accurate_large_model,summarization,general_business,medium,general_business_summarization_medium,0.908,0.87,1451.0,0.006,0.95,4
accurate_large_model,summarization,healthcare,low,healthcare_summarization_low,0.8992,0.87,1367.7333333333333,0.00896,0.95,15
accurate_large_model,summarization,healthcare,medium,healthcare_summarization_medium,0.901,0.87,1248.5,0.006,0.95,4
accurate_large_model,summarization,insurance,low,insurance_summarization_low,0.9018666666666667,0.87,1336.2,0.008879999999999999,0.95,15
accurate_large_model,summarization,insurance,medium,insurance_summarization_medium,0.89,0.87,1349.75,0.006,0.95,4
accurate_large_model,summarization,legal,low,legal_summarization_low,0.8970666666666667,0.87,1367.7333333333333,0.00912,0.95,15
accurate_large_model,summarization,legal,medium,legal_summarization_medium,0.902,0.87,1299.0,0.006,0.95,4
accurate_large_model,summarization,retail,low,retail_summarization_low,0.8997142857142857,0.87,1349.7142857142858,0.009,0.95,14
accurate_large_model,summarization,retail,medium,retail_summarization_medium,0.896,0.87,1383.5,0.006,0.95,4
accurate_large_model,summarization,software_engineering,low,software_engineering_summarization_low,0.8997333333333334,0.87,1336.2,0.00904,0.95,15
accurate_large_model,summarization,software_engineering,medium,software_engineering_summarization_medium,0.9093333333333334,0.87,1394.6666666666667,0.006000000000000001,0.9499999999999998,3
balanced_general_model,batch_low_risk_summary,customer_support,low,customer_support_batch_low_risk_summary_low,0.7916000000000001,0.82,649.7333333333333,0.0023680000000000003,0.9599999999999999,15
balanced_general_model,batch_low_risk_summary,customer_support,medium,customer_support_batch_low_risk_summary_medium,0.791,0.82,633.5,0.0016,0.96,4
balanced_general_model,batch_low_risk_summary,cybersecurity,low,cybersecurity_batch_low_risk_summary_low,0.7888571428571429,0.82,645.0714285714286,0.0023771428571428567,0.96,14
balanced_general_model,batch_low_risk_summary,cybersecurity,medium,cybersecurity_batch_low_risk_summary_medium,0.798,0.82,674.0,0.0016,0.96,4
balanced_general_model,batch_low_risk_summary,finance,low,finance_batch_low_risk_summary_low,0.7917142857142857,0.82,654.3571428571429,0.002422857142857143,0.96,14
balanced_general_model,batch_low_risk_summary,finance,medium,finance_batch_low_risk_summary_medium,0.79,0.82,666.0,0.0016,0.96,4
balanced_general_model,batch_low_risk_summary,general_business,low,general_business_batch_low_risk_summary_low,0.7886666666666666,0.82,641.0666666666667,0.0024106666666666664,0.9599999999999999,15
balanced_general_model,batch_low_risk_summary,general_business,medium,general_business_batch_low_risk_summary_medium,0.7913333333333333,0.82,714.6666666666666,0.0016,0.96,3
balanced_general_model,batch_low_risk_summary,healthcare,low,healthcare_batch_low_risk_summary_low,0.7894666666666666,0.82,664.8666666666667,0.0024106666666666664,0.9599999999999999,15
balanced_general_model,batch_low_risk_summary,healthcare,medium,healthcare_batch_low_risk_summary_medium,0.792,0.82,601.0,0.0016,0.96,4
balanced_general_model,batch_low_risk_summary,insurance,low,insurance_batch_low_risk_summary_low,0.7881333333333334,0.82,656.2,0.002389333333333333,0.9599999999999999,15
balanced_general_model,batch_low_risk_summary,insurance,medium,insurance_batch_low_risk_summary_medium,0.796,0.82,625.25,0.0016,0.96,4
balanced_general_model,batch_low_risk_summary,legal,low,legal_batch_low_risk_summary_low,0.7907500000000001,0.82,655.8125,0.0024000000000000002,0.96,16
balanced_general_model,batch_low_risk_summary,legal,medium,legal_batch_low_risk_summary_medium,0.7766666666666667,0.82,584.6666666666666,0.0016,0.96,3
balanced_general_model,batch_low_risk_summary,retail,low,retail_batch_low_risk_summary_low,0.7889333333333333,0.82,634.5333333333333,0.002389333333333333,0.9599999999999999,15
balanced_general_model,batch_low_risk_summary,retail,medium,retail_batch_low_risk_summary_medium,0.7966666666666667,0.82,682.3333333333334,0.0016,0.96,3
balanced_general_model,batch_low_risk_summary,software_engineering,low,software_engineering_batch_low_risk_summary_low,0.7914285714285715,0.82,649.7142857142857,0.0024,0.96,14
balanced_general_model,batch_low_risk_summary,software_engineering,medium,software_engineering_batch_low_risk_summary_medium,0.784,0.82,649.75,0.0016,0.96,4
balanced_general_model,classification,customer_support,low,customer_support_classification_low,0.7884,0.82,658.4,0.002389333333333333,0.9599999999999999,15
balanced_general_model,classification,customer_support,medium,customer_support_classification_medium,0.7926666666666667,0.82,584.6666666666666,0.0016,0.96,3
balanced_general_model,classification,cybersecurity,high,cybersecurity_classification_high,0.7885263157894737,0.82,868.0,0.0031124210526315785,0.96,19
balanced_general_model,classification,finance,high,finance_classification_high,0.789578947368421,0.82,871.421052631579,0.003136,0.96,19
balanced_general_model,classification,general_business,low,general_business_classification_low,0.7924000000000001,0.82,649.7333333333333,0.0024319999999999997,0.9599999999999999,15
balanced_general_model,classification,general_business,medium,general_business_classification_medium,0.78,0.82,666.0,0.0016,0.96,4
balanced_general_model,classification,healthcare,high,healthcare_classification_high,0.7902222222222223,0.82,867.8888888888889,0.003136,0.9600000000000001,18
balanced_general_model,classification,insurance,high,insurance_classification_high,0.7924444444444445,0.82,871.5,0.003086222222222222,0.9600000000000001,18
balanced_general_model,classification,legal,high,legal_classification_high,0.7913333333333333,0.82,869.7222222222222,0.0031111111111111114,0.9600000000000001,18
balanced_general_model,classification,retail,low,retail_classification_low,0.7902666666666668,0.82,649.7333333333333,0.0023680000000000003,0.9599999999999999,15
balanced_general_model,classification,retail,medium,retail_classification_medium,0.794,0.82,633.5,0.0016,0.96,4
balanced_general_model,classification,software_engineering,low,software_engineering_classification_low,0.79,0.82,643.625,0.0024000000000000002,0.96,16
balanced_general_model,classification,software_engineering,medium,software_engineering_classification_medium,0.79,0.82,714.6666666666666,0.0016,0.96,3
balanced_general_model,code_assistance,software_engineering,low,software_engineering_code_assistance_low,0.7895789473684212,0.82,649.2255639097745,0.002403609022556391,0.96,133
balanced_general_model,code_assistance,software_engineering,medium,software_engineering_code_assistance_medium,0.789878787878788,0.82,647.7575757575758,0.0016,0.96,33
balanced_general_model,customer_support_response,customer_support,low,customer_support_customer_support_response_low,0.7882857142857143,0.82,645.0714285714286,0.0023771428571428567,0.96,14
balanced_general_model,customer_support_response,customer_support,medium,customer_support_customer_support_response_medium,0.79,0.82,698.5,0.0016,0.96,4
balanced_general_model,customer_support_response,cybersecurity,low,cybersecurity_customer_support_response_low,0.7918666666666667,0.82,662.7333333333333,0.0024106666666666664,0.9599999999999999,15
balanced_general_model,customer_support_response,cybersecurity,medium,cybersecurity_customer_support_response_medium,0.784,0.82,625.25,0.0016,0.96,4
balanced_general_model,customer_support_response,finance,low,finance_customer_support_response_low,0.7871428571428571,0.82,633.5,0.0024,0.96,14
balanced_general_model,customer_support_response,finance,medium,finance_customer_support_response_medium,0.789,0.82,674.0,0.0016,0.96,4
balanced_general_model,customer_support_response,general_business,low,general_business_customer_support_response_low,0.78925,0.82,651.75,0.0024000000000000002,0.96,16
balanced_general_model,customer_support_response,general_business,medium,general_business_customer_support_response_medium,0.8033333333333333,0.82,628.0,0.0016,0.96,3
balanced_general_model,customer_support_response,healthcare,low,healthcare_customer_support_response_low,0.7910666666666667,0.82,638.8666666666667,0.0024106666666666664,0.9599999999999999,15
balanced_general_model,customer_support_response,healthcare,medium,healthcare_customer_support_response_medium,0.7833333333333333,0.82,682.3333333333334,0.0016,0.96,3
balanced_general_model,customer_support_response,insurance,low,insurance_customer_support_response_low,0.7926666666666667,0.82,647.5333333333333,0.0024319999999999997,0.9599999999999999,15
balanced_general_model,customer_support_response,insurance,medium,insurance_customer_support_response_medium,0.782,0.82,633.5,0.0016,0.96,4
balanced_general_model,customer_support_response,legal,low,legal_customer_support_response_low,0.7913333333333334,0.82,647.5333333333333,0.002389333333333333,0.9599999999999999,15
balanced_general_model,customer_support_response,legal,medium,legal_customer_support_response_medium,0.7886666666666667,0.82,649.6666666666666,0.0016,0.96,3
balanced_general_model,customer_support_response,retail,low,retail_customer_support_response_low,0.7897142857142858,0.82,654.3571428571429,0.002422857142857143,0.96,14
balanced_general_model,customer_support_response,retail,medium,retail_customer_support_response_medium,0.788,0.82,649.75,0.0016,0.96,4
balanced_general_model,customer_support_response,software_engineering,low,software_engineering_customer_support_response_low,0.7870666666666667,0.82,662.6666666666666,0.0023680000000000003,0.9599999999999999,15
balanced_general_model,customer_support_response,software_engineering,medium,software_engineering_customer_support_response_medium,0.796,0.82,601.0,0.0016,0.96,4
balanced_general_model,extraction,customer_support,low,customer_support_extraction_low,0.7897500000000001,0.82,643.625,0.0024000000000000002,0.96,16
balanced_general_model,extraction,customer_support,medium,customer_support_extraction_medium,0.7886666666666667,0.82,714.6666666666666,0.0016,0.96,3
balanced_general_model,extraction,cybersecurity,low,cybersecurity_extraction_low,0.7905333333333334,0.82,658.4,0.002389333333333333,0.9599999999999999,15
balanced_general_model,extraction,cybersecurity,medium,cybersecurity_extraction_medium,0.7913333333333333,0.82,584.6666666666666,0.0016,0.96,3
balanced_general_model,extraction,finance,low,finance_extraction_low,0.7910666666666667,0.82,643.2,0.0024106666666666664,0.9599999999999999,15
balanced_general_model,extraction,finance,medium,finance_extraction_medium,0.791,0.82,674.0,0.0016,0.96,4
balanced_general_model,extraction,general_business,low,general_business_extraction_low,0.7884,0.82,658.4,0.0024319999999999997,0.9599999999999999,15
balanced_general_model,extraction,general_business,medium,general_business_extraction_medium,0.789,0.82,625.25,0.0016,0.96,4
balanced_general_model,extraction,healthcare,low,healthcare_extraction_low,0.7897333333333333,0.82,634.5333333333333,0.002389333333333333,0.9599999999999999,15
balanced_general_model,extraction,healthcare,medium,healthcare_extraction_medium,0.782,0.82,698.5,0.0016,0.96,4
balanced_general_model,extraction,insurance,low,insurance_extraction_low,0.7934285714285715,0.82,645.0714285714286,0.0023771428571428567,0.96,14
balanced_general_model,extraction,insurance,medium,insurance_extraction_medium,0.784,0.82,633.5,0.0016,0.96,4
balanced_general_model,extraction,legal,low,legal_extraction_low,0.7885714285714286,0.82,649.7142857142857,0.0024,0.96,14
balanced_general_model,extraction,legal,medium,legal_extraction_medium,0.796,0.82,666.0,0.0016,0.96,4
balanced_general_model,extraction,retail,low,retail_extraction_low,0.7897333333333333,0.82,643.2,0.0023680000000000003,0.9599999999999999,15
balanced_general_model,extraction,retail,medium,retail_extraction_medium,0.79,0.82,649.75,0.0016,0.96,4
balanced_general_model,extraction,software_engineering,low,software_engineering_extraction_low,0.7902666666666668,0.82,664.8666666666667,0.0024106666666666664,0.9599999999999999,15
balanced_general_model,extraction,software_engineering,medium,software_engineering_extraction_medium,0.8033333333333333,0.82,617.3333333333334,0.0016,0.96,3
balanced_general_model,finance_explanation,finance,low,finance_finance_explanation_low,0.7897313432835821,0.82,650.2014925373135,0.0024023880597014925,0.9599999999999999,134
balanced_general_model,finance_explanation,finance,medium,finance_finance_explanation_medium,0.7904848484848486,0.82,648.7272727272727,0.0016,0.96,33
balanced_general_model,fraud_triage,finance,high,finance_fraud_triage_high,0.7899760479041917,0.82,870.2994011976048,0.0031306347305389217,0.96,167
balanced_general_model,healthcare_claim_review,healthcare,high,healthcare_healthcare_claim_review_high,0.7899281437125749,0.82,870.1017964071856,0.003136,0.96,167
balanced_general_model,policy_answering,customer_support,high,customer_support_policy_answering_high,0.788888888888889,0.82,871.5,0.003185777777777778,0.9600000000000001,18
balanced_general_model,policy_answering,cybersecurity,high,cybersecurity_policy_answering_high,0.7893684210526316,0.82,871.421052631579,0.003183157894736842,0.96,19
balanced_general_model,policy_answering,finance,high,finance_policy_answering_high,0.7906666666666667,0.82,869.7222222222222,0.003086222222222222,0.9600000000000001,18
balanced_general_model,policy_answering,general_business,high,general_business_policy_answering_high,0.7906315789473685,0.82,864.578947368421,0.0031124210526315785,0.96,19
balanced_general_model,policy_answering,healthcare,high,healthcare_policy_answering_high,0.79,0.82,873.3333333333334,0.0031608888888888884,0.9600000000000001,18
balanced_general_model,policy_answering,insurance,high,insurance_policy_answering_high,0.789578947368421,0.82,873.1578947368421,0.0030888421052631576,0.96,19
balanced_general_model,policy_answering,legal,high,legal_policy_answering_high,0.7911111111111111,0.82,862.5,0.003136,0.9600000000000001,18
balanced_general_model,policy_answering,retail,high,retail_policy_answering_high,0.7918947368421053,0.82,869.6842105263158,0.003159578947368421,0.96,19
balanced_general_model,policy_answering,software_engineering,high,software_engineering_policy_answering_high,0.7881052631578948,0.82,866.3157894736842,0.003136,0.96,19
balanced_general_model,retrieval_qa,customer_support,low,customer_support_retrieval_qa_low,0.7918666666666667,0.82,643.2,0.0024106666666666664,0.9599999999999999,15
balanced_general_model,retrieval_qa,customer_support,medium,customer_support_retrieval_qa_medium,0.7806666666666667,0.82,671.3333333333334,0.0016,0.96,3
balanced_general_model,retrieval_qa,cybersecurity,high,cybersecurity_retrieval_qa_high,0.7906315789473685,0.82,873.1578947368421,0.003183157894736842,0.96,19
balanced_general_model,retrieval_qa,finance,high,finance_retrieval_qa_high,0.788888888888889,0.82,866.1111111111111,0.003086222222222222,0.9600000000000001,18
balanced_general_model,retrieval_qa,general_business,low,general_business_retrieval_qa_low,0.792,0.82,654.3571428571429,0.002422857142857143,0.96,14
balanced_general_model,retrieval_qa,general_business,medium,general_business_retrieval_qa_medium,0.794,0.82,601.0,0.0016,0.96,4
balanced_general_model,retrieval_qa,healthcare,high,healthcare_retrieval_qa_high,0.7910526315789475,0.82,864.578947368421,0.0031124210526315785,0.96,19
balanced_general_model,retrieval_qa,insurance,high,insurance_retrieval_qa_high,0.7881052631578948,0.82,874.8421052631579,0.0030888421052631576,0.96,19
balanced_general_model,retrieval_qa,legal,high,legal_retrieval_qa_high,0.789578947368421,0.82,869.6842105263158,0.003159578947368421,0.96,19
balanced_general_model,retrieval_qa,retail,low,retail_retrieval_qa_low,0.7931428571428573,0.82,666.0,0.0024,0.96,14
